time,open,high,low,close,volume
2026-01-02T07:30:00+00:00,1.24027,1.24067,1.24009,1.24046,986.4
2026-01-02T07:45:00+00:00,1.24046,1.24121,1.24030,1.24091,470.6
2026-01-02T08:00:00+00:00,1.24091,1.24105,1.24088,1.24104,995.7
2026-01-02T08:15:00+00:00,1.24104,1.24136,1.24064,1.24088,923.6
2026-01-02T08:30:00+00:00,1.24088,1.24098,1.24039,1.24067,108.0
2026-01-02T08:45:00+00:00,1.24067,1.24079,1.24042,1.24048,232.2
2026-01-02T09:00:00+00:00,1.24048,1.24072,1.24014,1.24069,684.4
2026-01-02T09:15:00+00:00,1.24069,1.24100,1.24036,1.24045,533.3
2026-01-02T09:30:00+00:00,1.24045,1.24061,1.24027,1.24056,154.3
2026-01-02T09:45:00+00:00,1.24056,1.24089,1.24014,1.24043,570.6
2026-01-02T10:00:00+00:00,1.24043,1.24093,1.24038,1.24062,542.9
2026-01-02T10:15:00+00:00,1.24062,1.24066,1.24039,1.24043,290.6
2026-01-02T10:30:00+00:00,1.24043,1.24051,1.24005,1.24019,660.4
2026-01-02T10:45:00+00:00,1.24019,1.24082,1.23994,1.24051,556.4
2026-01-02T11:00:00+00:00,1.24051,1.24092,1.24047,1.24087,836.0
2026-01-02T11:15:00+00:00,1.24087,1.24110,1.24073,1.24103,367.7
2026-01-02T11:30:00+00:00,1.24103,1.24120,1.24089,1.24105,818.0
2026-01-02T11:45:00+00:00,1.24105,1.24154,1.24089,1.24135,356.0
2026-01-02T12:00:00+00:00,1.24135,1.24196,1.24127,1.24161,732.8
2026-01-02T12:15:00+00:00,1.24161,1.24207,1.24160,1.24184,596.6
2026-01-02T12:30:00+00:00,1.24184,1.24190,1.24152,1.24172,680.6
2026-01-02T12:45:00+00:00,1.24172,1.24216,1.24147,1.24190,527.6
2026-01-02T13:00:00+00:00,1.24190,1.24217,1.24140,1.24169,851.9
2026-01-02T13:15:00+00:00,1.24169,1.24188,1.24162,1.24186,197.5
2026-01-02T13:30:00+00:00,1.24186,1.24227,1.24180,1.24207,960.2
2026-01-02T13:45:00+00:00,1.24207,1.24285,1.24191,1.24253,362.6
2026-01-02T14:00:00+00:00,1.24253,1.24282,1.24221,1.24245,349.6
2026-01-02T14:15:00+00:00,1.24245,1.24307,1.24231,1.24287,473.9
2026-01-02T14:30:00+00:00,1.24287,1.24332,1.24264,1.24317,209.8
2026-01-02T14:45:00+00:00,1.24317,1.24355,1.24285,1.24345,293.0
2026-01-02T15:00:00+00:00,1.24345,1.24368,1.24332,1.24349,572.9
2026-01-02T15:15:00+00:00,1.24349,1.24401,1.24322,1.24394,724.0
2026-01-02T15:30:00+00:00,1.24394,1.24446,1.24378,1.24430,411.3
2026-01-02T15:45:00+00:00,1.24430,1.24454,1.24424,1.24445,528.5
2026-01-02T16:00:00+00:00,1.24445,1.24461,1.24420,1.24440,378.5
2026-01-02T16:15:00+00:00,1.24440,1.24461,1.24404,1.24434,300.0
2026-01-02T16:30:00+00:00,1.24434,1.24482,1.24403,1.24459,713.9
2026-01-02T16:45:00+00:00,1.24459,1.24470,1.24430,1.24463,369.3
2026-01-02T17:00:00+00:00,1.24463,1.24494,1.24439,1.24446,381.8
2026-01-02T17:15:00+00:00,1.24446,1.24460,1.24421,1.24451,408.6
2026-01-02T17:30:00+00:00,1.24451,1.24478,1.24422,1.24464,116.4
2026-01-02T17:45:00+00:00,1.24464,1.24491,1.24458,1.24486,646.2
2026-01-02T18:00:00+00:00,1.24486,1.24496,1.24465,1.24494,922.9
2026-01-02T18:15:00+00:00,1.24494,1.24537,1.24466,1.24520,924.3
2026-01-02T18:30:00+00:00,1.24520,1.24530,1.24477,1.24511,933.4
2026-01-02T18:45:00+00:00,1.24511,1.24536,1.24475,1.24505,632.2
2026-01-02T19:00:00+00:00,1.24505,1.24552,1.24497,1.24534,291.8
2026-01-02T19:15:00+00:00,1.24534,1.24557,1.24512,1.24517,659.3
2026-01-02T19:30:00+00:00,1.24517,1.24538,1.24483,1.24523,452.6
2026-01-02T19:45:00+00:00,1.24523,1.24547,1.24515,1.24533,301.7
2026-01-02T20:00:00+00:00,1.24533,1.24576,1.24530,1.24548,951.1
2026-01-02T20:15:00+00:00,1.24548,1.24573,1.24523,1.24571,461.4
2026-01-02T20:30:00+00:00,1.24571,1.24586,1.24553,1.24583,567.9
2026-01-02T20:45:00+00:00,1.24583,1.24633,1.24558,1.24613,761.1
2026-01-02T21:00:00+00:00,1.24613,1.24614,1.24586,1.24603,216.4
2026-01-02T21:15:00+00:00,1.24603,1.24614,1.24568,1.24586,654.2
2026-01-02T21:30:00+00:00,1.24586,1.24638,1.24583,1.24605,602.2
2026-01-02T21:45:00+00:00,1.24605,1.24629,1.24569,1.24584,226.1
2026-01-02T22:00:00+00:00,1.24584,1.24607,1.24562,1.24578,950.0
2026-01-02T22:15:00+00:00,1.24578,1.24590,1.24543,1.24575,645.4
2026-01-02T22:30:00+00:00,1.24575,1.24603,1.24542,1.24555,952.7
2026-01-02T22:45:00+00:00,1.24555,1.24600,1.24524,1.24571,558.4
2026-01-02T23:00:00+00:00,1.24571,1.24612,1.24559,1.24611,854.0
2026-01-02T23:15:00+00:00,1.24611,1.24634,1.24548,1.24583,743.8
2026-01-02T23:30:00+00:00,1.24583,1.24618,1.24564,1.24615,648.7
2026-01-02T23:45:00+00:00,1.24615,1.24632,1.24588,1.24618,246.3
2026-01-03T00:00:00+00:00,1.24618,1.24639,1.24559,1.24593,844.4
2026-01-03T00:15:00+00:00,1.24593,1.24623,1.24562,1.24613,136.2
2026-01-03T00:30:00+00:00,1.24613,1.24640,1.24572,1.24603,462.6
2026-01-03T00:45:00+00:00,1.24603,1.24644,1.24582,1.24640,160.8
2026-01-03T01:00:00+00:00,1.24640,1.24647,1.24630,1.24630,464.8
2026-01-03T01:15:00+00:00,1.24630,1.24650,1.24608,1.24640,147.2
2026-01-03T01:30:00+00:00,1.24640,1.24670,1.24626,1.24651,923.3
2026-01-03T01:45:00+00:00,1.24651,1.24666,1.24620,1.24636,435.5
2026-01-03T02:00:00+00:00,1.24636,1.24700,1.24618,1.24680,496.0
2026-01-03T02:15:00+00:00,1.24680,1.24721,1.24652,1.24688,682.8
2026-01-03T02:30:00+00:00,1.24688,1.24708,1.24672,1.24677,415.9
2026-01-03T02:45:00+00:00,1.24677,1.24701,1.24622,1.24657,674.1
2026-01-03T03:00:00+00:00,1.24657,1.24684,1.24641,1.24675,518.0
2026-01-03T03:15:00+00:00,1.24675,1.24694,1.24668,1.24684,775.6
2026-01-03T03:30:00+00:00,1.24684,1.24760,1.24663,1.24731,125.1
2026-01-03T03:45:00+00:00,1.24731,1.24762,1.24697,1.24733,593.1
2026-01-03T04:00:00+00:00,1.24733,1.24778,1.24724,1.24754,740.9
2026-01-03T04:15:00+00:00,1.24754,1.24790,1.24737,1.24761,697.1
2026-01-03T04:30:00+00:00,1.24761,1.24800,1.24744,1.24781,957.0
2026-01-03T04:45:00+00:00,1.24781,1.24831,1.24764,1.24816,908.1
2026-01-03T05:00:00+00:00,1.24816,1.24873,1.24782,1.24850,205.5
2026-01-03T05:15:00+00:00,1.24850,1.24896,1.24835,1.24875,966.9
2026-01-03T05:30:00+00:00,1.24875,1.24938,1.24853,1.24925,789.2
2026-01-03T05:45:00+00:00,1.24925,1.24968,1.24897,1.24955,413.9
2026-01-03T06:00:00+00:00,1.24955,1.24979,1.24925,1.24948,467.7
2026-01-03T06:15:00+00:00,1.24948,1.24999,1.24919,1.24964,466.3
2026-01-03T06:30:00+00:00,1.24964,1.25030,1.24950,1.25010,682.2
2026-01-03T06:45:00+00:00,1.25010,1.25077,1.24986,1.25046,700.7
