time,open,high,low,close,volume
2026-01-13T08:00:00+00:00,1.11897,1.12053,1.11874,1.11994,587.4
2026-01-13T12:00:00+00:00,1.11994,1.12042,1.11986,1.12020,352.7
2026-01-13T16:00:00+00:00,1.12020,1.12206,1.11961,1.12166,679.1
2026-01-13T20:00:00+00:00,1.12166,1.12337,1.12138,1.12302,394.5
2026-01-14T00:00:00+00:00,1.12302,1.12401,1.12222,1.12325,372.5
2026-01-14T04:00:00+00:00,1.12325,1.12398,1.12273,1.12349,636.4
2026-01-14T08:00:00+00:00,1.12349,1.12358,1.12327,1.12356,165.1
2026-01-14T12:00:00+00:00,1.12356,1.12423,1.12349,1.12417,671.8
2026-01-14T16:00:00+00:00,1.12417,1.12500,1.12372,1.12429,876.4
2026-01-14T20:00:00+00:00,1.12429,1.12474,1.12344,1.12416,169.4
2026-01-15T00:00:00+00:00,1.12416,1.12560,1.12346,1.12545,986.4
2026-01-15T04:00:00+00:00,1.12545,1.12679,1.12535,1.12650,562.9
2026-01-15T08:00:00+00:00,1.12650,1.12799,1.12570,1.12772,227.5
2026-01-15T12:00:00+00:00,1.12772,1.12896,1.12744,1.12893,912.8
2026-01-15T16:00:00+00:00,1.12893,1.13076,1.12817,1.12994,771.6
2026-01-15T20:00:00+00:00,1.12994,1.13091,1.12955,1.13075,242.1
2026-01-16T00:00:00+00:00,1.13075,1.13221,1.13052,1.13161,158.0
2026-01-16T04:00:00+00:00,1.13161,1.13364,1.13111,1.13291,587.2
2026-01-16T08:00:00+00:00,1.13291,1.13444,1.13256,1.13403,404.8
2026-01-16T12:00:00+00:00,1.13403,1.13411,1.13345,1.13408,475.0
2026-01-16T16:00:00+00:00,1.13408,1.13477,1.13376,1.13471,224.5
2026-01-16T20:00:00+00:00,1.13471,1.13495,1.13380,1.13455,458.0
2026-01-17T00:00:00+00:00,1.13455,1.13545,1.13434,1.13490,106.7
2026-01-17T04:00:00+00:00,1.13490,1.13595,1.13432,1.13549,494.5
2026-01-17T08:00:00+00:00,1.13549,1.13705,1.13528,1.13639,545.6
2026-01-17T12:00:00+00:00,1.13639,1.13713,1.13602,1.13692,604.4
2026-01-17T16:00:00+00:00,1.13692,1.13907,1.13668,1.13825,681.8
2026-01-17T20:00:00+00:00,1.13825,1.13831,1.13758,1.13804,889.7
2026-01-18T00:00:00+00:00,1.13804,1.13874,1.13725,1.13805,380.6
2026-01-18T04:00:00+00:00,1.13805,1.13981,1.13772,1.13904,731.2
2026-01-18T08:00:00+00:00,1.13904,1.14066,1.13827,1.14012,906.9
2026-01-18T12:00:00+00:00,1.14012,1.14214,1.13997,1.14162,325.5
2026-01-18T16:00:00+00:00,1.14162,1.14231,1.14094,1.14180,146.9
2026-01-18T20:00:00+00:00,1.14180,1.14347,1.14149,1.14283,563.6
2026-01-19T00:00:00+00:00,1.14283,1.14359,1.14279,1.14293,983.1
2026-01-19T04:00:00+00:00,1.14293,1.14477,1.14269,1.14420,921.6
2026-01-19T08:00:00+00:00,1.14420,1.14588,1.14350,1.14575,857.7
2026-01-19T12:00:00+00:00,1.14575,1.14740,1.14535,1.14677,931.9
2026-01-19T16:00:00+00:00,1.14677,1.14870,1.14605,1.14835,489.6
2026-01-19T20:00:00+00:00,1.14835,1.14878,1.14824,1.14849,918.0
2026-01-20T00:00:00+00:00,1.14849,1.15015,1.14795,1.15005,467.4
2026-01-20T04:00:00+00:00,1.15005,1.15036,1.14982,1.15009,774.6
2026-01-20T08:00:00+00:00,1.15009,1.15026,1.14953,1.14992,118.9
2026-01-20T12:00:00+00:00,1.14992,1.15142,1.14917,1.15087,285.9
2026-01-20T16:00:00+00:00,1.15087,1.15168,1.15063,1.15120,627.2
2026-01-20T20:00:00+00:00,1.15120,1.15206,1.15048,1.15145,827.8
2026-01-21T00:00:00+00:00,1.15145,1.15348,1.15101,1.15299,870.1
2026-01-21T04:00:00+00:00,1.15299,1.15466,1.15264,1.15415,355.6
2026-01-21T08:00:00+00:00,1.15415,1.15487,1.15399,1.15410,772.5
2026-01-21T12:00:00+00:00,1.15410,1.15569,1.15342,1.15483,976.2
2026-01-21T16:00:00+00:00,1.15483,1.15528,1.15428,1.15480,380.1
2026-01-21T20:00:00+00:00,1.15480,1.15574,1.15432,1.15542,100.8
2026-01-22T00:00:00+00:00,1.15542,1.15631,1.15514,1.15591,459.5
2026-01-22T04:00:00+00:00,1.15591,1.15761,1.15546,1.15699,682.9
2026-01-22T08:00:00+00:00,1.15699,1.15752,1.15699,1.15734,349.9
2026-01-22T12:00:00+00:00,1.15734,1.15885,1.15659,1.15806,559.9
2026-01-22T16:00:00+00:00,1.15806,1.15988,1.15731,1.15946,468.1
2026-01-22T20:00:00+00:00,1.15946,1.16131,1.15919,1.16042,253.3
2026-01-23T00:00:00+00:00,1.16042,1.16162,1.16010,1.16114,103.2
2026-01-23T04:00:00+00:00,1.16114,1.16182,1.16078,1.16143,875.1
2026-01-23T08:00:00+00:00,1.16143,1.16273,1.16063,1.16207,773.9
2026-01-23T12:00:00+00:00,1.16207,1.16320,1.16149,1.16253,683.9
2026-01-23T16:00:00+00:00,1.16253,1.16360,1.16197,1.16324,670.4
2026-01-23T20:00:00+00:00,1.16324,1.16519,1.16247,1.16449,790.7
2026-01-24T00:00:00+00:00,1.16449,1.16607,1.16417,1.16552,338.1
2026-01-24T04:00:00+00:00,1.16552,1.16715,1.16503,1.16636,236.9
2026-01-24T08:00:00+00:00,1.16636,1.16787,1.16594,1.16743,140.8
2026-01-24T12:00:00+00:00,1.16743,1.16859,1.16705,1.16792,419.7
2026-01-24T16:00:00+00:00,1.16792,1.16870,1.16746,1.16868,951.5
2026-01-24T20:00:00+00:00,1.16868,1.16988,1.16806,1.16951,644.5
2026-01-25T00:00:00+00:00,1.16951,1.16970,1.16869,1.16949,342.2
2026-01-25T04:00:00+00:00,1.16949,1.17024,1.16876,1.16923,431.4
2026-01-25T08:00:00+00:00,1.16923,1.17044,1.16908,1.16978,687.8
2026-01-25T12:00:00+00:00,1.16978,1.17143,1.16954,1.17070,648.7
2026-01-25T16:00:00+00:00,1.17070,1.17128,1.17055,1.17077,810.8
2026-01-25T20:00:00+00:00,1.17077,1.17230,1.17057,1.17200,967.4
2026-01-26T00:00:00+00:00,1.17200,1.17372,1.17198,1.17296,909.5
2026-01-26T04:00:00+00:00,1.17296,1.17407,1.17257,1.17379,785.4
2026-01-26T08:00:00+00:00,1.17379,1.17509,1.17322,1.17492,249.1
2026-01-26T12:00:00+00:00,1.17492,1.17681,1.17410,1.17641,755.4
2026-01-26T16:00:00+00:00,1.17641,1.17749,1.17593,1.17725,224.8
2026-01-26T20:00:00+00:00,1.17725,1.17791,1.17693,1.17727,776.2
2026-01-27T00:00:00+00:00,1.17727,1.17813,1.17662,1.17748,374.9
2026-01-27T04:00:00+00:00,1.17748,1.17784,1.17703,1.17747,190.0
2026-01-27T08:00:00+00:00,1.17747,1.17766,1.17693,1.17761,900.0
2026-01-27T12:00:00+00:00,1.17761,1.17785,1.17698,1.17782,833.4
2026-01-27T16:00:00+00:00,1.17782,1.17993,1.17751,1.17937,854.1
2026-01-27T20:00:00+00:00,1.17937,1.18004,1.17929,1.17942,459.7
2026-01-28T00:00:00+00:00,1.17942,1.18048,1.17926,1.18014,308.5
2026-01-28T04:00:00+00:00,1.18014,1.18187,1.17962,1.18145,290.7
2026-01-28T08:00:00+00:00,1.18145,1.18287,1.18092,1.18257,918.5
2026-01-28T12:00:00+00:00,1.18257,1.18424,1.18186,1.18419,871.8
2026-01-28T16:00:00+00:00,1.18419,1.18494,1.18367,1.18460,927.0
2026-01-28T20:00:00+00:00,1.18460,1.18593,1.18392,1.18514,237.0
2026-01-29T00:00:00+00:00,1.18514,1.18661,1.18501,1.18660,698.3
2026-01-29T04:00:00+00:00,1.18660,1.18694,1.18639,1.18650,516.6
2026-01-29T08:00:00+00:00,1.18650,1.18862,1.18647,1.18781,154.8
2026-01-29T12:00:00+00:00,1.18781,1.18913,1.18756,1.18910,205.7
2026-01-29T16:00:00+00:00,1.18910,1.18912,1.18845,1.18902,770.2
2026-01-29T20:00:00+00:00,1.18902,1.19077,1.18843,1.19001,450.7
2026-01-30T00:00:00+00:00,1.19001,1.19175,1.18943,1.19088,318.8
2026-01-30T04:00:00+00:00,1.19088,1.19172,1.19017,1.19070,414.7
2026-01-30T08:00:00+00:00,1.19070,1.19199,1.19023,1.19149,154.7
2026-01-30T12:00:00+00:00,1.19149,1.19218,1.19131,1.19181,892.1
2026-01-30T16:00:00+00:00,1.19181,1.19283,1.19116,1.19224,769.0
2026-01-30T20:00:00+00:00,1.19224,1.19386,1.19201,1.19318,978.8
2026-01-31T00:00:00+00:00,1.19318,1.19401,1.19232,1.19309,866.9
2026-01-31T04:00:00+00:00,1.19309,1.19317,1.19207,1.19280,522.3
2026-01-31T08:00:00+00:00,1.19280,1.19396,1.19277,1.19308,578.3
2026-01-31T12:00:00+00:00,1.19308,1.19359,1.19272,1.19347,736.9
2026-01-31T16:00:00+00:00,1.19347,1.19467,1.19300,1.19465,181.3
2026-01-31T20:00:00+00:00,1.19465,1.19574,1.19461,1.19566,445.8
2026-02-01T00:00:00+00:00,1.19566,1.19684,1.19555,1.19655,815.1
2026-02-01T04:00:00+00:00,1.19655,1.19834,1.19628,1.19757,482.3
2026-02-01T08:00:00+00:00,1.19757,1.19808,1.19728,1.19758,404.8
2026-02-01T12:00:00+00:00,1.19758,1.19942,1.19706,1.19856,194.2
2026-02-01T16:00:00+00:00,1.19856,1.19970,1.19767,1.19930,747.4
2026-02-01T20:00:00+00:00,1.19930,1.20100,1.19882,1.20037,907.1
2026-02-02T00:00:00+00:00,1.20037,1.20171,1.20023,1.20145,433.3
2026-02-02T04:00:00+00:00,1.20145,1.20206,1.20114,1.20197,617.4
2026-02-02T08:00:00+00:00,1.20197,1.20270,1.20106,1.20165,382.3
2026-02-02T12:00:00+00:00,1.20165,1.20211,1.20135,1.20179,773.7
2026-02-02T16:00:00+00:00,1.20179,1.20279,1.20166,1.20231,923.0
2026-02-02T20:00:00+00:00,1.20231,1.20283,1.20225,1.20253,981.5
2026-02-03T00:00:00+00:00,1.20253,1.20387,1.20170,1.20305,972.8
2026-02-03T04:00:00+00:00,1.20305,1.20501,1.20222,1.20418,821.2
2026-02-03T08:00:00+00:00,1.20418,1.20465,1.20359,1.20410,993.2
2026-02-03T12:00:00+00:00,1.20410,1.20585,1.20343,1.20521,425.4
2026-02-03T16:00:00+00:00,1.20521,1.20720,1.20485,1.20663,518.1
2026-02-03T20:00:00+00:00,1.20663,1.20860,1.20647,1.20812,233.5
2026-02-04T00:00:00+00:00,1.20812,1.20961,1.20731,1.20911,266.1
2026-02-04T04:00:00+00:00,1.20911,1.21027,1.20906,1.20961,189.3
2026-02-04T08:00:00+00:00,1.20961,1.21061,1.20951,1.21037,335.5
2026-02-04T12:00:00+00:00,1.21037,1.21177,1.21030,1.21130,165.5
2026-02-04T16:00:00+00:00,1.21130,1.21321,1.21114,1.21263,875.7
2026-02-04T20:00:00+00:00,1.21263,1.21297,1.21172,1.21249,739.3
2026-02-05T00:00:00+00:00,1.21249,1.21362,1.21195,1.21282,878.9
2026-02-05T04:00:00+00:00,1.21282,1.21464,1.21221,1.21425,590.0
2026-02-05T08:00:00+00:00,1.21425,1.21650,1.21360,1.21579,832.6
2026-02-05T12:00:00+00:00,1.21579,1.21765,1.21560,1.21742,772.1
2026-02-05T16:00:00+00:00,1.21742,1.21910,1.21698,1.21864,463.4
2026-02-05T20:00:00+00:00,1.21864,1.22078,1.21811,1.22006,136.1
2026-02-06T00:00:00+00:00,1.22006,1.22183,1.21989,1.22142,369.4
2026-02-06T04:00:00+00:00,1.22142,1.22249,1.22131,1.22249,372.4
2026-02-06T08:00:00+00:00,1.22249,1.22457,1.22162,1.22390,588.7
2026-02-06T12:00:00+00:00,1.22390,1.22523,1.22343,1.22474,587.8
